leave_id,employee_id,leave_type,start_date,end_date,total_leave_days,leave_reason,approval_status,approved_by
2690,2873,Annual Leave,2024-11-14,2024-11-19,6,Vacation,Approved,Mohammed Sha
2691,651,Emergency Leave,2024-12-15,2024-12-22,8,Medical Treatment,Approved,Yachana Banerjee
2692,767,Casual Leave,2025-01-13,2025-01-17,5,Family Emergency,Approved,Alexander Sawhney
2693,90,Emergency Leave,2025-08-07,2025-08-16,10,Child Care,Approved,Tanish Varma
2694,2994,Emergency Leave,2025-04-14,2025-04-21,8,Personal Work,Approved,Gavin Kaur
2695,2963,Casual Leave,2024-09-08,2024-09-17,10,Child Care,Approved,Anika Bahl
2696,1230,Annual Leave,2025-03-29,2025-04-01,4,Medical Treatment,Approved,Chakradev Arora
2697,1725,Emergency Leave,2024-11-26,2024-11-30,5,Child Care,Pending,
2698,2430,Annual Leave,2024-07-19,2024-07-21,3,Personal Work,Approved,Gagan Raju
2699,2445,Paternity Leave,2024-01-07,2024-01-15,9,Family Emergency,Approved,Zaid Rau
2700,533,Paternity Leave,2025-11-07,2025-11-12,6,Vacation,Approved,Priya Gaba
2701,371,Casual Leave,2024-12-12,2024-12-14,3,Higher Education,Approved,Ekantika Brar
2702,1622,Sick Leave,2024-04-13,2024-04-20,8,Family Emergency,Approved,Qadim Kakar
2703,821,Sick Leave,2025-08-15,2025-08-19,5,Family Emergency,Approved,Faqid Patla
2704,968,Unpaid Leave,2025-01-18,2025-01-21,4,Marriage,Approved,Yasti Nazareth
2705,632,Paternity Leave,2024-05-28,2024-06-05,9,Religious Festival,Approved,Caleb Muni
2706,21,Emergency Leave,2025-02-20,2025-02-22,3,Higher Education,Approved,Naksh Mitter
2707,2253,Paternity Leave,2024-06-16,2024-06-22,7,Higher Education,Approved,Krishna Oza
2708,2738,Emergency Leave,2024-02-26,2024-03-04,8,Medical Treatment,Approved,Advay Modi
2709,1588,Sick Leave,2024-07-25,2024-07-30,6,Family Emergency,Approved,Riya Acharya
2710,1638,Unpaid Leave,2024-08-05,2024-08-10,6,Child Care,Pending,
2711,2446,Emergency Leave,2025-12-09,2025-12-17,9,Higher Education,Approved,Ojasvi Kannan
2712,2744,Paternity Leave,2024-12-12,2024-12-21,10,Family Emergency,Approved,Aradhana Muni
2713,964,Casual Leave,2025-04-09,2025-04-14,6,Vacation,Approved,Yashvi Devi
2714,2501,Maternity Leave,2024-01-23,2024-01-29,7,Marriage,Pending,
2715,566,Emergency Leave,2025-12-28,2025-12-31,4,Personal Work,Approved,Benjamin Sengupta
2716,1784,Annual Leave,2025-11-30,2025-12-05,6,Family Emergency,Approved,Jackson Shukla
2717,1744,Sick Leave,2024-06-21,2024-06-25,5,Higher Education,Approved,Yoshita Ganesh
2718,143,Casual Leave,2025-06-08,2025-06-14,7,Child Care,Approved,Isaiah Mishra
2719,2795,Maternity Leave,2025-10-18,2025-10-19,2,Medical Treatment,Approved,Jyoti Sha
2720,1419,Paternity Leave,2024-10-31,2024-11-01,2,Child Care,Approved,Jacob Prakash
2721,51,Sick Leave,2024-06-10,2024-06-15,6,Child Care,Approved,Rachit Chatterjee
2722,2812,Emergency Leave,2025-05-11,2025-05-11,1,Child Care,Approved,Daniel Comar
2723,1731,Unpaid Leave,2024-06-09,2024-06-09,1,Personal Work,Approved,Bimala Chaudhary
2724,2598,Annual Leave,2024-05-09,2024-05-18,10,Higher Education,Approved,Ikshita Sha
2725,2057,Casual Leave,2025-03-24,2025-03-31,8,Religious Festival,Approved,Brijesh Soni
2726,458,Unpaid Leave,2024-08-04,2024-08-06,3,Child Care,Rejected,
2727,2764,Annual Leave,2024-11-18,2024-11-20,3,Personal Work,Approved,Jacob Khanna
2728,810,Maternity Leave,2024-12-14,2024-12-23,10,Higher Education,Approved,Laksh Nayar
2729,1782,Annual Leave,2025-10-27,2025-11-03,8,Medical Treatment,Approved,Vihaan Balasubramanian
2730,2006,Emergency Leave,2024-10-26,2024-10-31,6,Religious Festival,Approved,William Zachariah
2731,1034,Emergency Leave,2024-07-23,2024-07-28,6,Vacation,Approved,Upadhriti Padmanabhan
2732,2224,Casual Leave,2025-12-19,2025-12-21,3,Child Care,Approved,Radhika Oak
2733,72,Emergency Leave,2025-02-11,2025-02-16,6,Vacation,Approved,Urishilla Kota
2734,2441,Annual Leave,2025-11-16,2025-11-21,6,Child Care,Approved,Kavya Basak
2735,1019,Sick Leave,2024-12-17,2024-12-18,2,Family Emergency,Approved,Udarsh Bhargava
2736,2977,Sick Leave,2024-02-12,2024-02-19,8,Personal Work,Approved,Pushti Bava
2737,1415,Emergency Leave,2025-10-12,2025-10-21,10,Higher Education,Approved,Kashish Wagle
2738,167,Annual Leave,2025-10-15,2025-10-20,6,Family Emergency,Approved,Ubika Narula
2739,2496,Paternity Leave,2025-12-10,2025-12-11,2,Medical Treatment,Approved,Panini Palan
2740,1384,Paternity Leave,2024-10-13,2024-10-17,5,Vacation,Approved,Mason Vohra
2741,754,Paternity Leave,2025-05-11,2025-05-15,5,Medical Treatment,Approved,Lakshmi Keer
2742,1776,Annual Leave,2025-04-28,2025-05-01,4,Personal Work,Approved,Orinder Nagarajan
2743,2522,Maternity Leave,2025-10-04,2025-10-12,9,Marriage,Approved,Aradhana Kala
2744,2844,Unpaid Leave,2025-01-03,2025-01-03,1,Higher Education,Approved,Fariq Keer
2745,882,Unpaid Leave,2024-05-28,2024-06-03,7,Family Emergency,Approved,Faraj Chana
2746,1134,Maternity Leave,2024-11-10,2024-11-10,1,Family Emergency,Approved,Janaki Kant
2747,2778,Casual Leave,2025-03-04,2025-03-08,5,Marriage,Approved,Vansha Sandhu
2748,77,Unpaid Leave,2024-05-15,2024-05-21,7,Personal Work,Approved,Nisha Ahuja
2749,1094,Emergency Leave,2024-02-05,2024-02-14,10,Religious Festival,Approved,Chandresh Shroff
2750,398,Sick Leave,2025-08-21,2025-08-24,4,Religious Festival,Approved,Balhaar Bhardwaj
2751,906,Annual Leave,2025-09-23,2025-10-02,10,Higher Education,Approved,Irya Gokhale
2752,2409,Emergency Leave,2024-04-11,2024-04-20,10,Child Care,Approved,Xavier Mutti
2753,1949,Maternity Leave,2025-08-10,2025-08-10,1,Religious Festival,Approved,Riya Ratti
2754,1419,Unpaid Leave,2025-03-17,2025-03-24,8,Higher Education,Approved,Tristan Mandal
2755,863,Maternity Leave,2025-10-22,2025-10-24,3,Personal Work,Approved,Ekiya Sahota
2756,1651,Annual Leave,2025-06-25,2025-07-04,10,Higher Education,Rejected,
2757,2300,Casual Leave,2024-08-03,2024-08-04,2,Religious Festival,Approved,Ronith Kota
2758,1246,Casual Leave,2025-01-13,2025-01-18,6,Higher Education,Approved,William Mital
2759,122,Sick Leave,2024-03-03,2024-03-12,10,Religious Festival,Approved,Michael Pathak
2760,2314,Emergency Leave,2024-04-13,2024-04-19,7,Vacation,Rejected,
2761,1163,Maternity Leave,2025-08-12,2025-08-19,8,Child Care,Rejected,
2762,2202,Sick Leave,2025-10-03,2025-10-09,7,Medical Treatment,Approved,Isaiah Madan
2763,398,Emergency Leave,2025-01-21,2025-01-24,4,Medical Treatment,Approved,Krishna Shah
2764,2338,Casual Leave,2025-06-20,2025-06-22,3,Child Care,Approved,Peter Purohit
2765,2254,Emergency Leave,2025-05-10,2025-05-15,6,Child Care,Approved,Frederick Mishra
2766,2455,Casual Leave,2024-03-26,2024-03-31,6,Medical Treatment,Approved,Aahana Jhaveri
2767,2721,Paternity Leave,2025-05-13,2025-05-18,6,Child Care,Approved,Maanas Iyer
2768,923,Unpaid Leave,2025-02-09,2025-02-15,7,Higher Education,Approved,Victor Parmar
2769,1173,Unpaid Leave,2025-02-04,2025-02-11,8,Family Emergency,Approved,Bachittar Garde
2770,1639,Casual Leave,2025-10-29,2025-10-29,1,Religious Festival,Approved,Inaya Kadakia
2771,1901,Paternity Leave,2024-05-03,2024-05-05,3,Medical Treatment,Approved,Charita Mandal
2772,1571,Maternity Leave,2025-08-07,2025-08-13,7,Child Care,Rejected,
2773,774,Paternity Leave,2024-06-18,2024-06-18,1,Family Emergency,Approved,Sarthak Grewal
2774,2498,Maternity Leave,2024-04-30,2024-05-08,9,Child Care,Rejected,
2775,94,Casual Leave,2024-05-18,2024-05-27,10,Higher Education,Approved,Vritti Sama
2776,2804,Annual Leave,2025-08-30,2025-09-04,6,Child Care,Approved,Falan Kapadia
2777,2262,Maternity Leave,2025-06-23,2025-06-26,4,Family Emergency,Approved,Vedika Kibe
2778,1876,Casual Leave,2025-11-10,2025-11-13,4,Marriage,Approved,Barkha Nanda
2779,1322,Sick Leave,2025-01-22,2025-01-26,5,Vacation,Approved,Falak Merchant
2780,848,Maternity Leave,2024-09-21,2024-09-28,8,Higher Education,Approved,Vivaan Ahluwalia
2781,991,Unpaid Leave,2024-03-16,2024-03-18,3,Medical Treatment,Rejected,
2782,2475,Unpaid Leave,2024-02-13,2024-02-18,6,Family Emergency,Approved,Indali Kala
2783,1003,Emergency Leave,2025-10-15,2025-10-16,2,Vacation,Approved,Maya Vora
2784,2794,Paternity Leave,2024-12-02,2024-12-08,7,Higher Education,Approved,Suhani Talwar
2785,1579,Annual Leave,2024-12-17,2024-12-23,7,Medical Treatment,Pending,
2786,2932,Unpaid Leave,2024-09-03,2024-09-12,10,Vacation,Approved,Qadim Vig
2787,1797,Emergency Leave,2025-08-17,2025-08-17,1,Child Care,Approved,Aayush Shah
2788,2971,Unpaid Leave,2025-12-10,2025-12-10,1,Higher Education,Approved,Urmi Rajagopalan
2789,1756,Unpaid Leave,2024-09-13,2024-09-14,2,Personal Work,Approved,Anita Shah
2790,2375,Unpaid Leave,2025-01-21,2025-01-22,2,Religious Festival,Approved,Nitesh Nigam
2791,1692,Paternity Leave,2025-08-25,2025-08-30,6,Marriage,Approved,Lakshit Khatri
2792,1977,Sick Leave,2024-12-13,2024-12-17,5,Medical Treatment,Approved,Zayan Thakur
2793,1877,Paternity Leave,2025-11-26,2025-12-03,8,Personal Work,Approved,Frederick Bava
2794,1403,Casual Leave,2024-11-26,2024-12-03,8,Higher Education,Approved,Ati Dixit
2795,2866,Casual Leave,2024-04-11,2024-04-20,10,Vacation,Approved,Gautami Saxena
2796,574,Sick Leave,2024-03-03,2024-03-11,9,Marriage,Approved,Aachal Balan
2797,1520,Maternity Leave,2024-04-10,2024-04-15,6,Personal Work,Approved,Hiral Choudhry
2798,2933,Sick Leave,2025-06-29,2025-07-08,10,Higher Education,Approved,Upadhriti Kannan
2799,2921,Emergency Leave,2025-04-26,2025-04-30,5,Family Emergency,Approved,Avni Maharaj
2800,601,Maternity Leave,2024-08-02,2024-08-06,5,Personal Work,Approved,Harish Luthra
2801,2609,Sick Leave,2025-07-18,2025-07-18,1,Personal Work,Approved,Nikita Nazareth
2802,608,Maternity Leave,2025-06-18,2025-06-18,1,Child Care,Approved,Mohini Sangha
2803,1954,Maternity Leave,2025-01-05,2025-01-07,3,Family Emergency,Rejected,
2804,2405,Unpaid Leave,2025-11-14,2025-11-22,9,Religious Festival,Approved,Jagdish Reddy
2805,1549,Unpaid Leave,2025-02-25,2025-03-04,8,Higher Education,Approved,Gaurang Dixit
2806,719,Emergency Leave,2024-08-11,2024-08-17,7,Medical Treatment,Approved,Divya Shanker
2807,1403,Sick Leave,2024-01-06,2024-01-10,5,Family Emergency,Approved,Vasana Arya
2808,1140,Maternity Leave,2025-10-06,2025-10-07,2,Religious Festival,Approved,Priya Vyas
2809,2044,Emergency Leave,2024-11-02,2024-11-11,10,Vacation,Pending,
2810,2147,Sick Leave,2025-08-22,2025-08-25,4,Vacation,Approved,Sai Master
2811,1633,Paternity Leave,2024-05-22,2024-05-23,2,Medical Treatment,Pending,
2812,1112,Maternity Leave,2024-03-04,2024-03-12,9,Medical Treatment,Approved,Hitesh Som
2813,230,Emergency Leave,2025-04-04,2025-04-13,10,Marriage,Approved,Andrew Keer
2814,1049,Unpaid Leave,2025-09-04,2025-09-06,3,Marriage,Approved,Ishanvi Atwal
2815,936,Paternity Leave,2025-04-21,2025-04-28,8,Personal Work,Approved,Bhavini Zachariah
2816,2261,Casual Leave,2025-10-16,2025-10-17,2,Medical Treatment,Approved,Wridesh Dash
2817,543,Maternity Leave,2025-09-19,2025-09-23,5,Marriage,Approved,Urvi Rau
2818,1000,Maternity Leave,2024-04-09,2024-04-18,10,Medical Treatment,Approved,Sneha Apte
2819,2200,Unpaid Leave,2024-10-04,2024-10-04,1,Medical Treatment,Approved,George Karpe
2820,805,Emergency Leave,2025-08-16,2025-08-17,2,Higher Education,Approved,Baghyawati Sengupta
2821,809,Annual Leave,2024-01-07,2024-01-15,9,Higher Education,Approved,Madhavi Chauhan
2822,1229,Maternity Leave,2025-11-16,2025-11-16,1,Medical Treatment,Approved,Harshil Pant
2823,2950,Emergency Leave,2025-04-15,2025-04-18,4,Higher Education,Approved,Raghav Koshy
2824,3,Casual Leave,2025-05-06,2025-05-12,7,Higher Education,Approved,Brijesh Bhardwaj
2825,2586,Sick Leave,2024-11-03,2024-11-08,6,Personal Work,Approved,Aditya Natt
2826,2644,Casual Leave,2025-09-13,2025-09-17,5,Marriage,Approved,Zilmil Shan
2827,1398,Casual Leave,2025-05-26,2025-06-03,9,Higher Education,Approved,Rushil Sama
2828,457,Unpaid Leave,2025-04-05,2025-04-07,3,Religious Festival,Approved,Samar Bassi
2829,2088,Emergency Leave,2025-06-21,2025-06-28,8,Medical Treatment,Approved,Andrew Modi
2830,1770,Paternity Leave,2025-12-17,2025-12-21,5,Higher Education,Approved,Suhani Devan
2831,1403,Paternity Leave,2025-09-08,2025-09-16,9,Marriage,Approved,Nicholas Madan
2832,446,Unpaid Leave,2024-01-20,2024-01-23,4,Personal Work,Approved,Jagrati Tripathi
2833,1311,Unpaid Leave,2024-12-05,2024-12-13,9,Personal Work,Approved,Omkaar Dar
2834,2497,Sick Leave,2025-03-23,2025-04-01,10,Religious Festival,Approved,Meera Garg
2835,641,Sick Leave,2025-11-15,2025-11-21,7,Family Emergency,Approved,Kritika Sha
2836,2500,Paternity Leave,2025-09-19,2025-09-21,3,Higher Education,Approved,Divya Deshmukh
2837,2677,Maternity Leave,2025-02-19,2025-02-25,7,Personal Work,Approved,Farhan Hora
2838,937,Casual Leave,2024-12-08,2024-12-15,8,Personal Work,Pending,
2839,1519,Sick Leave,2025-01-04,2025-01-08,5,Religious Festival,Approved,Owen Brahmbhatt
2840,1292,Emergency Leave,2024-08-26,2024-08-30,5,Child Care,Approved,Varenya Verma
2841,1709,Annual Leave,2024-04-01,2024-04-07,7,Child Care,Approved,Falguni Din
2842,1449,Paternity Leave,2025-08-16,2025-08-18,3,Personal Work,Rejected,
2843,80,Unpaid Leave,2025-10-18,2025-10-21,4,Personal Work,Approved,Chaman Deshpande
2844,1208,Unpaid Leave,2025-10-24,2025-10-29,6,Child Care,Approved,Wahab Sundaram
2845,1567,Casual Leave,2024-06-16,2024-06-24,9,Marriage,Approved,Teerth Bahri
2846,881,Maternity Leave,2025-12-11,2025-12-19,9,Personal Work,Approved,Baghyawati Aggarwal
2847,438,Annual Leave,2025-08-15,2025-08-18,4,Higher Education,Approved,Dhruv Sura
2848,2955,Maternity Leave,2024-01-20,2024-01-27,8,Vacation,Pending,
2849,2701,Emergency Leave,2025-05-20,2025-05-27,8,Child Care,Approved,Falak Mitter
2850,243,Annual Leave,2025-06-28,2025-06-28,1,Personal Work,Approved,Laksh Mahal
2851,2204,Casual Leave,2024-09-27,2024-10-04,8,Medical Treatment,Pending,
2852,1933,Sick Leave,2024-01-22,2024-01-23,2,Child Care,Approved,Ekta Savant
2853,622,Unpaid Leave,2024-02-08,2024-02-10,3,Marriage,Approved,Eiravati Ratta
2854,2302,Annual Leave,2024-10-20,2024-10-27,8,Personal Work,Approved,Nimrat Bora
2855,2281,Maternity Leave,2025-12-21,2025-12-25,5,Family Emergency,Approved,Triya Parmar
2856,279,Unpaid Leave,2024-03-31,2024-04-05,6,Religious Festival,Pending,
2857,1827,Paternity Leave,2024-12-01,2024-12-04,4,Higher Education,Approved,Imaran Khurana
2858,933,Emergency Leave,2024-10-10,2024-10-15,6,Personal Work,Approved,Jeet Virk
2859,1046,Maternity Leave,2025-07-13,2025-07-13,1,Child Care,Approved,Abha Swaminathan
2860,1751,Emergency Leave,2025-12-11,2025-12-18,8,Vacation,Approved,Bishakha Kant
2861,2099,Casual Leave,2025-10-25,2025-10-25,1,Vacation,Approved,Eshana Golla
2862,2066,Unpaid Leave,2025-04-17,2025-04-22,6,Higher Education,Approved,Anay Arya
2863,1158,Maternity Leave,2024-05-01,2024-05-06,6,Medical Treatment,Approved,Umang Cherian
2864,2316,Annual Leave,2024-11-23,2024-12-01,9,Family Emergency,Approved,Ryan De
2865,2104,Unpaid Leave,2024-02-26,2024-02-27,2,Higher Education,Approved,Isha Bali
2866,2499,Paternity Leave,2025-12-25,2025-12-28,4,Child Care,Approved,Janani Kapadia
2867,1135,Emergency Leave,2025-12-24,2025-12-31,8,Family Emergency,Pending,
2868,2665,Casual Leave,2024-06-29,2024-06-30,2,Religious Festival,Approved,Avni Patil
2869,1860,Maternity Leave,2025-12-02,2025-12-08,7,Child Care,Pending,
2870,2355,Casual Leave,2024-10-02,2024-10-02,1,Child Care,Approved,Sarthak Dey
2871,78,Annual Leave,2025-05-03,2025-05-06,4,Family Emergency,Approved,Sanya Pandey
2872,1061,Unpaid Leave,2024-08-15,2024-08-18,4,Religious Festival,Approved,Vaishnavi Lad
2873,2181,Emergency Leave,2025-07-04,2025-07-07,4,Religious Festival,Approved,Hredhaan Sachdeva
2874,2929,Unpaid Leave,2025-06-22,2025-07-01,10,Family Emergency,Approved,Ati Kota
2875,845,Casual Leave,2025-12-30,2026-01-01,3,Vacation,Approved,Yug Choudhry
2876,522,Maternity Leave,2024-08-27,2024-09-01,6,Religious Festival,Pending,
2877,1292,Sick Leave,2025-02-13,2025-02-16,4,Family Emergency,Approved,Wridesh Panchal
2878,1738,Casual Leave,2025-06-23,2025-06-26,4,Marriage,Pending,
2879,1456,Annual Leave,2024-11-09,2024-11-11,3,Higher Education,Approved,Yochana Srivastava
2880,505,Unpaid Leave,2025-10-23,2025-10-29,7,Marriage,Approved,Sai Shukla
2881,1559,Annual Leave,2025-08-21,2025-08-28,8,Marriage,Approved,Zinal Bumb
2882,843,Unpaid Leave,2024-07-09,2024-07-15,7,Medical Treatment,Approved,Samar Dey
2883,381,Sick Leave,2025-02-11,2025-02-19,9,Medical Treatment,Pending,
2884,668,Unpaid Leave,2024-09-02,2024-09-05,4,Higher Education,Approved,Aahana Chahal
2885,2478,Casual Leave,2025-11-22,2025-11-27,6,Marriage,Approved,Nakul Natarajan
2886,372,Unpaid Leave,2025-12-26,2026-01-03,9,Personal Work,Approved,Nandini Oommen
2887,2084,Annual Leave,2025-06-25,2025-07-02,8,Child Care,Approved,Vedant Talwar
2888,1721,Emergency Leave,2025-12-07,2025-12-08,2,Personal Work,Approved,Abdul Gera
2889,268,Emergency Leave,2024-11-09,2024-11-13,5,Medical Treatment,Approved,Upma Madan
2890,2665,Paternity Leave,2024-07-18,2024-07-24,7,Vacation,Approved,Owen Anne
2891,1126,Paternity Leave,2024-07-23,2024-07-28,6,Marriage,Approved,Brinda Borra
2892,727,Maternity Leave,2024-06-07,2024-06-07,1,Family Emergency,Approved,Xavier Dash
2893,575,Paternity Leave,2024-08-28,2024-09-04,8,Vacation,Approved,Devika Narayanan
2894,2443,Unpaid Leave,2024-07-11,2024-07-14,4,Personal Work,Approved,Henry Bose
2895,1523,Maternity Leave,2024-02-12,2024-02-18,7,Child Care,Approved,Veda Bahl
2896,707,Sick Leave,2025-05-03,2025-05-11,9,Family Emergency,Rejected,
2897,1496,Annual Leave,2025-07-24,2025-07-26,3,Marriage,Approved,Kashish D’Alia
2898,1254,Emergency Leave,2025-06-28,2025-07-03,6,Personal Work,Pending,
2899,2548,Casual Leave,2024-11-06,2024-11-06,1,Religious Festival,Approved,Dhruv Jain
2900,117,Emergency Leave,2025-03-15,2025-03-15,1,Family Emergency,Approved,Damyanti Mall
2901,1670,Annual Leave,2025-03-17,2025-03-25,9,Family Emergency,Approved,Gopal Dubey
2902,648,Annual Leave,2024-12-31,2024-12-31,1,Marriage,Approved,Shaurya Sundaram
2903,378,Emergency Leave,2025-05-03,2025-05-04,2,Higher Education,Approved,Ria Goda
2904,1903,Emergency Leave,2025-04-03,2025-04-11,9,Vacation,Approved,Yahvi Parikh
2905,1276,Emergency Leave,2024-02-12,2024-02-19,8,Personal Work,Pending,
2906,526,Casual Leave,2025-02-12,2025-02-20,9,Medical Treatment,Approved,Warhi Mangal
2907,1958,Emergency Leave,2025-01-14,2025-01-23,10,Marriage,Approved,Praneel Sule
2908,2109,Sick Leave,2025-02-04,2025-02-06,3,Medical Treatment,Approved,Rishi Puri
2909,389,Paternity Leave,2025-07-11,2025-07-17,7,Medical Treatment,Approved,Ekani Ganesan
2910,1024,Sick Leave,2024-08-23,2024-08-27,5,Personal Work,Approved,Darsh Sunder
2911,1347,Paternity Leave,2024-07-12,2024-07-19,8,Personal Work,Approved,Pahal Tailor
2912,540,Casual Leave,2025-11-10,2025-11-16,7,Family Emergency,Approved,Avi Wable
2913,2374,Paternity Leave,2025-11-16,2025-11-16,1,Child Care,Approved,Ekanta Ganesan
2914,2589,Annual Leave,2024-07-31,2024-08-03,4,Vacation,Rejected,
2915,586,Paternity Leave,2025-12-20,2025-12-20,1,Marriage,Approved,Leela Deep
2916,664,Emergency Leave,2024-06-22,2024-06-27,6,Higher Education,Approved,Charan De
2917,1982,Unpaid Leave,2024-06-19,2024-06-24,6,Child Care,Approved,Vritti Kota
2918,1852,Sick Leave,2025-06-16,2025-06-23,8,Higher Education,Approved,Eiravati Mital
2919,483,Paternity Leave,2024-10-20,2024-10-24,5,Religious Festival,Approved,Leena Dua
2920,1382,Sick Leave,2024-07-03,2024-07-07,5,Higher Education,Approved,Vivaan Narang
2921,2249,Emergency Leave,2025-05-26,2025-05-27,2,Religious Festival,Approved,Fariq Palan
2922,2127,Casual Leave,2024-06-08,2024-06-09,2,Child Care,Approved,Charita Sankar
2923,2631,Annual Leave,2024-09-08,2024-09-16,9,Marriage,Approved,Ekalinga Hegde
2924,1874,Unpaid Leave,2024-11-05,2024-11-06,2,Personal Work,Approved,Janya Bhalla
2925,518,Unpaid Leave,2025-01-08,2025-01-13,6,Child Care,Approved,Om Bala
2926,2267,Annual Leave,2025-05-17,2025-05-25,9,Marriage,Approved,Alexander Thakkar
2927,581,Unpaid Leave,2024-06-09,2024-06-12,4,Marriage,Approved,Udant Gaba
2928,1450,Maternity Leave,2025-10-06,2025-10-15,10,Vacation,Approved,Aishani Prashad
2929,2184,Casual Leave,2024-06-20,2024-06-28,9,Family Emergency,Approved,Bahadurjit Venkatesh
2930,1534,Sick Leave,2024-07-31,2024-08-01,2,Marriage,Approved,Yashawini Ganesan
2931,2934,Sick Leave,2025-05-18,2025-05-26,9,Child Care,Pending,
2932,829,Casual Leave,2024-10-21,2024-10-21,1,Child Care,Pending,
2933,1215,Emergency Leave,2024-08-15,2024-08-23,9,Higher Education,Rejected,
2934,1917,Casual Leave,2025-02-07,2025-02-09,3,Personal Work,Approved,Agastya Talwar
2935,2,Annual Leave,2024-08-23,2024-08-27,5,Personal Work,Approved,Chakradhar Malhotra
2936,856,Paternity Leave,2025-02-24,2025-03-05,10,Medical Treatment,Approved,Liam Hayer
2937,243,Unpaid Leave,2024-06-26,2024-07-02,7,Higher Education,Approved,Christopher Sachar
2938,657,Unpaid Leave,2025-09-25,2025-09-28,4,Family Emergency,Approved,Guneet Lala
2939,2647,Emergency Leave,2024-11-07,2024-11-13,7,Marriage,Approved,Michael Mistry
