promotion_id,employee_id,promotion_date,old_designation,new_designation,salary_increment_percent,promotion_reason
1022,843,2024-09-29,Assistant Manager,Executive,17.14,Role Expansion
1023,296,2024-10-23,Associate,Team Lead,20.7,Annual Promotion
1024,2937,2025-11-06,Junior Executive,Assistant Manager,13.64,Outstanding Performance
1025,730,2024-02-18,Junior Executive,Executive,21.5,Business Requirement
1026,933,2025-02-26,Junior Executive,Manager,23.49,Role Expansion
1027,2582,2024-12-06,Analyst,Assistant Manager,14.88,Leadership Development
1028,2758,2025-01-28,Junior Executive,Assistant Manager,10.01,Outstanding Performance
1029,2533,2025-06-27,Associate,Senior Manager,9.08,Business Requirement
1030,298,2025-08-24,Junior Executive,Senior Manager,14.08,Business Requirement
1031,2810,2024-05-05,Junior Executive,Lead Analyst,13.12,Outstanding Performance
1032,1793,2024-02-19,Senior Executive,Team Lead,14.48,Outstanding Performance
1033,2186,2025-07-02,Analyst,Senior Executive,11.74,Role Expansion
1034,2236,2025-08-16,Assistant Manager,Team Lead,13.01,Annual Promotion
1035,2988,2024-12-26,Senior Executive,Senior Manager,19.01,Outstanding Performance
1036,2274,2024-09-19,Senior Analyst,Team Lead,10.4,Outstanding Performance
1037,2444,2024-06-22,Junior Executive,Manager,14.7,Business Requirement
1038,861,2025-10-02,Junior Executive,Lead Analyst,20.72,Leadership Development
1039,2646,2024-05-31,Executive,Assistant Manager,22.47,Annual Promotion
1040,905,2024-02-02,Executive,Senior Executive,18.49,Leadership Development
1041,2749,2025-03-03,Executive,Senior Executive,21.59,Outstanding Performance
1042,2249,2024-09-29,Assistant Manager,Team Lead,15.84,Business Requirement
1043,2752,2024-10-04,Junior Executive,Lead Analyst,9.15,Outstanding Performance
1044,2379,2024-11-17,Executive,Senior Manager,16.28,Leadership Development
1045,2685,2024-06-21,Senior Executive,Senior Manager,11.99,Leadership Development
1046,793,2025-12-07,Senior Analyst,Executive,13.4,Role Expansion
1047,2701,2024-11-12,Senior Executive,Manager,13.2,Business Requirement
1048,2322,2024-11-03,Executive,Manager,14.2,Leadership Development
1049,20,2024-12-29,Analyst,Senior Executive,13.32,Annual Promotion
1050,2625,2025-10-15,Associate,Senior Manager,15.41,Leadership Development
1051,1359,2024-01-12,Executive,Senior Manager,22.92,Role Expansion
1052,1252,2024-08-12,Analyst,Lead Analyst,16.28,Outstanding Performance
1053,2485,2024-02-13,Executive,Senior Manager,9.39,Leadership Development
1054,574,2024-02-08,Assistant Manager,Team Lead,23.15,Annual Promotion
1055,2567,2024-01-24,Senior Executive,Senior Manager,9.3,Outstanding Performance
1056,2078,2025-09-30,Junior Executive,Team Lead,18.74,Business Requirement
1057,2417,2024-12-03,Senior Analyst,Assistant Manager,11.62,Outstanding Performance
1058,2227,2024-02-16,Senior Analyst,Lead Analyst,23.2,Business Requirement
1059,609,2025-06-20,Analyst,Senior Manager,14.22,Annual Promotion
1060,1192,2025-05-18,Assistant Manager,Manager,10.28,Business Requirement
1061,1626,2024-05-07,Senior Analyst,Executive,14.19,Outstanding Performance
1062,2516,2025-04-15,Associate,Senior Executive,19.63,Business Requirement
1063,653,2025-08-08,Executive,Assistant Manager,11.05,Business Requirement
1064,599,2025-06-13,Associate,Team Lead,20.51,Role Expansion
1065,897,2024-06-13,Senior Executive,Executive,20.95,Annual Promotion
1066,1514,2025-07-01,Junior Executive,Lead Analyst,11.98,Annual Promotion
1067,1480,2024-12-28,Senior Analyst,Team Lead,14.6,Role Expansion
1068,2657,2024-03-04,Junior Executive,Executive,13.51,Business Requirement
1069,1121,2024-11-29,Associate,Team Lead,22.19,Leadership Development
1070,2336,2024-06-11,Senior Analyst,Manager,10.96,Role Expansion
1071,2677,2024-01-23,Senior Executive,Manager,23.27,Outstanding Performance
1072,1542,2025-11-28,Senior Analyst,Lead Analyst,24.54,Annual Promotion
1073,1446,2024-02-02,Senior Analyst,Assistant Manager,21.89,Leadership Development
1074,1975,2024-02-10,Analyst,Team Lead,23.08,Outstanding Performance
1075,1802,2025-07-27,Senior Analyst,Senior Executive,10.82,Outstanding Performance
1076,1151,2025-08-16,Senior Analyst,Senior Manager,11.6,Annual Promotion
1077,2466,2024-12-25,Executive,Lead Analyst,20.19,Outstanding Performance
1078,1699,2024-05-21,Associate,Senior Executive,21.79,Outstanding Performance
1079,1962,2024-11-17,Analyst,Senior Manager,16.14,Business Requirement
1080,1684,2024-07-26,Executive,Senior Manager,8.38,Outstanding Performance
1081,2427,2025-06-30,Executive,Manager,10.74,Business Requirement
1082,602,2024-09-15,Junior Executive,Manager,8.95,Leadership Development
1083,1661,2025-12-24,Executive,Manager,18.19,Business Requirement
1084,2948,2025-01-29,Associate,Executive,20.38,Leadership Development
1085,1840,2025-01-28,Junior Executive,Senior Executive,18.31,Role Expansion
1086,899,2024-11-18,Assistant Manager,Senior Executive,22.12,Business Requirement
1087,2387,2025-08-27,Executive,Team Lead,21.95,Annual Promotion
1088,2093,2024-11-08,Senior Analyst,Senior Manager,12.5,Leadership Development
1089,2420,2025-12-14,Analyst,Manager,9.17,Role Expansion
1090,445,2025-08-22,Analyst,Senior Executive,8.28,Business Requirement
1091,2804,2024-09-07,Assistant Manager,Manager,15.14,Annual Promotion
1092,727,2025-06-19,Senior Analyst,Executive,16.09,Business Requirement
1093,2177,2025-04-28,Senior Analyst,Executive,16.56,Outstanding Performance
1094,2701,2025-03-13,Junior Executive,Assistant Manager,10.22,Business Requirement
1095,5,2025-03-29,Senior Analyst,Team Lead,23.25,Role Expansion
1096,1518,2025-04-02,Senior Analyst,Assistant Manager,22.87,Business Requirement
1097,1975,2025-10-18,Analyst,Senior Executive,21.42,Role Expansion
1098,2854,2024-08-03,Senior Executive,Manager,17.79,Role Expansion
1099,1955,2024-07-20,Executive,Lead Analyst,21.02,Outstanding Performance
1100,2228,2025-10-19,Senior Executive,Manager,14.95,Annual Promotion
1101,30,2025-10-20,Junior Executive,Senior Manager,17.83,Outstanding Performance
1102,1537,2025-02-03,Senior Analyst,Executive,19.13,Leadership Development
1103,437,2024-02-11,Analyst,Lead Analyst,10.63,Business Requirement
1104,2196,2025-12-14,Senior Executive,Lead Analyst,15.2,Leadership Development
1105,2788,2025-02-10,Senior Analyst,Lead Analyst,14.76,Annual Promotion
1106,2284,2024-06-03,Analyst,Manager,16.2,Leadership Development
1107,1982,2024-12-26,Senior Analyst,Manager,12.31,Leadership Development
1108,2890,2024-03-18,Senior Analyst,Lead Analyst,14.77,Annual Promotion
1109,2701,2025-11-07,Assistant Manager,Team Lead,10.02,Annual Promotion
1110,2865,2024-07-24,Analyst,Team Lead,24.14,Outstanding Performance
1111,1641,2025-09-18,Executive,Manager,21.36,Business Requirement
1112,2804,2025-05-20,Senior Analyst,Senior Manager,20.02,Annual Promotion
1113,22,2024-02-22,Analyst,Senior Manager,21.67,Annual Promotion
1114,1784,2025-05-19,Analyst,Manager,9.5,Leadership Development
1115,328,2025-07-30,Executive,Lead Analyst,18.35,Role Expansion
1116,2688,2025-11-25,Analyst,Manager,16.86,Business Requirement
1117,718,2024-12-03,Junior Executive,Team Lead,18.88,Role Expansion
1118,2691,2025-03-03,Junior Executive,Senior Executive,23.82,Business Requirement
1119,2456,2024-02-04,Senior Executive,Executive,16.68,Annual Promotion
1120,2761,2025-12-13,Senior Analyst,Senior Executive,8.61,Annual Promotion
1121,645,2024-08-26,Associate,Executive,9.48,Leadership Development
1122,2743,2025-03-13,Assistant Manager,Lead Analyst,14.72,Business Requirement
1123,63,2024-03-09,Executive,Manager,20.53,Outstanding Performance
1124,1166,2025-06-09,Junior Executive,Manager,20.34,Business Requirement
1125,1424,2025-11-17,Senior Analyst,Lead Analyst,24.38,Leadership Development
1126,797,2025-11-22,Executive,Manager,15.73,Role Expansion
1127,1070,2024-08-11,Senior Analyst,Executive,10.98,Business Requirement
1128,297,2024-04-06,Junior Executive,Manager,16.55,Leadership Development
1129,2103,2024-08-10,Junior Executive,Team Lead,24.26,Business Requirement
1130,2355,2024-06-17,Assistant Manager,Team Lead,12.25,Role Expansion
1131,1981,2025-08-06,Analyst,Manager,21.09,Leadership Development
1132,1888,2025-06-03,Assistant Manager,Senior Manager,23.24,Outstanding Performance
1133,1057,2025-03-11,Analyst,Executive,9.15,Annual Promotion
1134,942,2024-04-28,Associate,Senior Manager,21.6,Role Expansion
1135,2195,2024-06-04,Senior Executive,Manager,8.17,Leadership Development
1136,381,2024-06-05,Executive,Lead Analyst,14.78,Leadership Development
1137,732,2025-09-04,Junior Executive,Manager,16.1,Leadership Development
1138,1103,2025-04-27,Executive,Manager,11.11,Annual Promotion
1139,818,2025-05-13,Analyst,Senior Manager,11.99,Annual Promotion
1140,847,2024-02-15,Assistant Manager,Lead Analyst,11.9,Annual Promotion
1141,1459,2024-10-22,Assistant Manager,Manager,10.65,Outstanding Performance
1142,2769,2024-03-24,Junior Executive,Executive,24.25,Role Expansion
1143,2218,2025-12-27,Senior Analyst,Executive,24.29,Role Expansion
1144,1292,2025-02-26,Senior Executive,Manager,16.37,Business Requirement
1145,2011,2024-08-01,Assistant Manager,Lead Analyst,11.11,Business Requirement
1146,910,2025-05-17,Senior Executive,Assistant Manager,20.75,Annual Promotion
1147,1734,2025-05-09,Junior Executive,Manager,16.13,Business Requirement
1148,1423,2024-06-11,Junior Executive,Manager,14.69,Annual Promotion
1149,2861,2025-05-04,Analyst,Executive,16.81,Leadership Development
1150,49,2024-10-05,Associate,Executive,19.46,Role Expansion
1151,1333,2025-03-24,Senior Analyst,Executive,14.15,Leadership Development
1152,1077,2024-04-13,Executive,Manager,12.03,Role Expansion
1153,1499,2025-09-10,Senior Analyst,Lead Analyst,11.13,Role Expansion
1154,2871,2024-03-25,Executive,Assistant Manager,20.79,Leadership Development
1155,1847,2025-10-01,Assistant Manager,Lead Analyst,11.06,Annual Promotion
1156,937,2024-03-25,Senior Analyst,Senior Manager,21.84,Leadership Development
1157,2275,2025-05-26,Assistant Manager,Senior Executive,15.35,Role Expansion
1158,613,2024-11-15,Executive,Senior Executive,16.04,Outstanding Performance
1159,2047,2024-05-29,Executive,Assistant Manager,10.29,Business Requirement
1160,1294,2025-07-29,Senior Analyst,Senior Manager,21.35,Leadership Development
1161,2326,2025-01-22,Senior Executive,Manager,8.81,Outstanding Performance
1162,246,2024-03-29,Associate,Senior Executive,11.66,Leadership Development
1163,2580,2025-07-18,Analyst,Team Lead,9.64,Leadership Development
1164,1476,2024-07-28,Senior Executive,Lead Analyst,17.53,Leadership Development
1165,1687,2025-01-28,Senior Executive,Executive,10.06,Business Requirement
1166,2359,2025-07-01,Executive,Manager,19.05,Business Requirement
1167,1166,2025-05-16,Executive,Team Lead,14.04,Business Requirement
1168,1831,2024-09-05,Analyst,Team Lead,23.12,Role Expansion
1169,1900,2025-04-18,Senior Analyst,Lead Analyst,18.74,Annual Promotion
1170,2624,2025-11-18,Assistant Manager,Senior Executive,21.73,Leadership Development
1171,2509,2025-04-01,Analyst,Senior Manager,17.72,Outstanding Performance
1172,1408,2025-08-31,Junior Executive,Senior Executive,11.88,Leadership Development
1173,2910,2024-03-13,Associate,Lead Analyst,12.55,Role Expansion
1174,1488,2025-04-30,Senior Executive,Assistant Manager,20.71,Business Requirement
1175,686,2025-10-12,Analyst,Assistant Manager,11.13,Outstanding Performance
1176,962,2025-01-06,Executive,Senior Manager,19.25,Outstanding Performance
1177,1627,2025-09-22,Executive,Senior Executive,9.75,Outstanding Performance
1178,221,2025-04-30,Analyst,Manager,8.45,Role Expansion
1179,341,2024-05-25,Senior Analyst,Team Lead,9.77,Business Requirement
1180,1597,2025-04-14,Executive,Senior Manager,13.26,Annual Promotion
1181,1816,2025-07-06,Associate,Lead Analyst,18.65,Annual Promotion
1182,699,2024-02-26,Senior Analyst,Team Lead,8.49,Leadership Development
1183,1951,2024-04-06,Assistant Manager,Lead Analyst,15.94,Business Requirement
1184,1823,2024-06-06,Senior Executive,Manager,10.3,Business Requirement
1185,2448,2025-12-15,Executive,Manager,15.76,Business Requirement
1186,2621,2024-09-12,Analyst,Manager,18.87,Leadership Development
1187,2211,2025-05-10,Senior Executive,Assistant Manager,11.86,Outstanding Performance
1188,1499,2025-06-23,Analyst,Lead Analyst,15.01,Annual Promotion
1189,1,2025-07-10,Senior Executive,Executive,16.9,Annual Promotion
1190,1922,2025-11-30,Senior Executive,Lead Analyst,17.1,Role Expansion
1191,38,2024-10-15,Assistant Manager,Lead Analyst,21.02,Leadership Development
1192,30,2024-01-11,Senior Analyst,Senior Executive,17.32,Annual Promotion
1193,1791,2025-11-25,Analyst,Manager,14.71,Annual Promotion
1194,2646,2024-11-03,Associate,Senior Manager,14.63,Role Expansion
1195,325,2025-07-19,Executive,Lead Analyst,15.18,Annual Promotion
1196,2512,2025-10-02,Senior Analyst,Team Lead,21.73,Leadership Development
1197,2179,2025-01-06,Senior Executive,Senior Manager,21.75,Role Expansion
1198,281,2025-08-26,Executive,Team Lead,11.1,Leadership Development
1199,1866,2024-10-10,Junior Executive,Senior Manager,18.5,Leadership Development
1200,2016,2024-01-07,Associate,Manager,11.19,Outstanding Performance
1201,91,2024-11-17,Executive,Manager,11.16,Outstanding Performance
1202,513,2025-05-04,Senior Executive,Lead Analyst,20.16,Outstanding Performance
1203,61,2024-06-26,Executive,Senior Executive,16.39,Leadership Development
1204,2042,2024-07-02,Analyst,Lead Analyst,24.97,Role Expansion
1205,130,2024-10-18,Associate,Team Lead,13.61,Annual Promotion
1206,1608,2024-03-27,Junior Executive,Lead Analyst,9.21,Role Expansion
1207,1025,2025-01-10,Executive,Senior Executive,21.89,Outstanding Performance
1208,2928,2024-05-21,Junior Executive,Team Lead,12.23,Role Expansion
1209,138,2024-04-03,Executive,Senior Manager,11.39,Outstanding Performance
1210,854,2024-04-16,Senior Analyst,Senior Manager,16.04,Leadership Development
1211,2983,2024-06-07,Senior Executive,Senior Manager,8.72,Business Requirement
1212,1038,2024-08-07,Senior Analyst,Executive,16.18,Leadership Development
1213,214,2025-04-21,Executive,Lead Analyst,22.68,Annual Promotion
1214,2593,2025-06-08,Junior Executive,Senior Executive,15.38,Outstanding Performance
1215,1131,2024-03-28,Executive,Team Lead,17.94,Role Expansion
1216,37,2025-11-06,Assistant Manager,Senior Executive,24.47,Business Requirement
1217,1947,2024-02-11,Assistant Manager,Senior Manager,19.7,Annual Promotion
1218,367,2024-09-09,Senior Executive,Team Lead,12.23,Role Expansion
1219,2534,2024-04-12,Junior Executive,Senior Manager,13.75,Outstanding Performance
1220,2641,2025-07-12,Junior Executive,Lead Analyst,10.62,Business Requirement
1221,516,2025-08-27,Assistant Manager,Executive,16.29,Leadership Development
1222,2641,2025-11-11,Senior Analyst,Team Lead,20.86,Role Expansion
1223,88,2024-04-23,Associate,Senior Executive,19.72,Leadership Development
1224,1027,2025-06-23,Associate,Senior Executive,23.28,Role Expansion
1225,2290,2025-03-13,Associate,Assistant Manager,13.01,Role Expansion
1226,765,2024-12-12,Executive,Manager,17.24,Leadership Development
1227,1128,2025-08-14,Associate,Assistant Manager,22.75,Business Requirement
1228,657,2024-07-19,Assistant Manager,Manager,9.17,Annual Promotion
1229,1079,2024-02-05,Analyst,Lead Analyst,17.21,Role Expansion
1230,2614,2024-06-30,Junior Executive,Team Lead,16.6,Annual Promotion
1231,1492,2024-07-08,Junior Executive,Manager,21.19,Annual Promotion
1232,260,2025-09-07,Senior Executive,Senior Manager,19.19,Business Requirement
1233,2147,2024-02-22,Assistant Manager,Senior Executive,19.61,Business Requirement
1234,1160,2025-05-09,Executive,Manager,13.48,Leadership Development
1235,2144,2025-05-06,Junior Executive,Executive,19.2,Outstanding Performance
1236,732,2025-03-09,Assistant Manager,Senior Executive,22.85,Annual Promotion
1237,785,2025-04-02,Junior Executive,Assistant Manager,9.68,Business Requirement
1238,1592,2025-11-22,Associate,Team Lead,19.18,Business Requirement
1239,2418,2025-04-11,Senior Analyst,Senior Manager,12.35,Leadership Development
1240,2941,2024-09-17,Executive,Manager,9.2,Annual Promotion
1241,328,2024-05-22,Associate,Assistant Manager,15.96,Outstanding Performance
1242,1704,2025-07-07,Senior Executive,Manager,21.97,Outstanding Performance
1243,1089,2025-02-02,Assistant Manager,Manager,16.99,Outstanding Performance
1244,320,2025-07-21,Assistant Manager,Lead Analyst,24.06,Business Requirement
1245,2971,2025-02-04,Junior Executive,Executive,11.93,Role Expansion
1246,2156,2025-02-03,Executive,Senior Executive,19.17,Business Requirement
1247,2288,2024-03-17,Associate,Senior Executive,20.74,Role Expansion
1248,2616,2024-10-24,Associate,Executive,17.8,Role Expansion
1249,1750,2024-08-26,Associate,Senior Manager,23.01,Annual Promotion
1250,2253,2025-06-19,Assistant Manager,Senior Executive,14.83,Leadership Development
1251,2187,2025-07-20,Associate,Senior Executive,24.97,Role Expansion
1252,2254,2025-04-26,Senior Executive,Lead Analyst,24.85,Leadership Development
1253,1689,2024-05-01,Assistant Manager,Lead Analyst,20.99,Role Expansion
1254,1325,2025-03-20,Assistant Manager,Senior Manager,18.34,Business Requirement
