review_id,employee_id,review_date,review_period,performance_rating,performance_category,goals_completed,manager_feedback,promotion_recommended
972,1318,2025-07-17,Q2,4.5,Outstanding,3,Reliable and dependable employee.,No
973,259,2025-01-21,Q2,2.4,Poor,9,Reliable and dependable employee.,No
974,2267,2025-01-17,Q2,2.5,Needs Improvement,3,Reliable and dependable employee.,Yes
975,2590,2024-04-16,Q2,3.8,Meets Expectations,3,Demonstrates strong problem-solving skills.,Yes
976,27,2024-10-22,Q1,2.0,Poor,7,Requires additional coaching.,No
977,2836,2025-03-19,Q2,2.4,Poor,7,Demonstrates strong problem-solving skills.,No
978,980,2024-08-07,Q1,4.8,Outstanding,5,Demonstrates strong problem-solving skills.,Yes
979,2569,2024-06-10,Q3,4.5,Outstanding,8,Requires additional coaching.,Yes
980,2285,2025-12-28,Q1,2.7,Needs Improvement,4,Needs improvement in productivity.,Yes
981,1902,2025-04-15,Q2,4.3,Exceeds Expectations,7,Excellent leadership and teamwork.,Yes
982,462,2025-06-12,Q4,4.4,Exceeds Expectations,10,Reliable and dependable employee.,Yes
983,2745,2025-02-17,Q1,4.8,Outstanding,8,Strong technical skills.,Yes
984,1781,2025-01-01,Q4,2.8,Needs Improvement,3,Consistently exceeds expectations.,Yes
985,2202,2024-01-29,Q1,2.5,Needs Improvement,10,Consistently exceeds expectations.,Yes
986,964,2025-04-28,Q3,4.2,Exceeds Expectations,9,Good communication and collaboration.,No
987,943,2025-03-31,Q3,4.3,Exceeds Expectations,6,Consistently exceeds expectations.,Yes
988,1690,2025-12-15,Q4,4.6,Outstanding,6,Consistently exceeds expectations.,No
989,2397,2024-05-27,Q4,3.5,Meets Expectations,5,Good communication and collaboration.,No
990,730,2025-02-04,Q2,3.2,Meets Expectations,10,Good communication and collaboration.,No
991,1105,2025-11-03,Q2,2.6,Needs Improvement,3,Excellent leadership and teamwork.,No
992,560,2025-07-16,Q4,2.3,Poor,10,Requires additional coaching.,Yes
993,1408,2025-12-25,Q3,2.7,Needs Improvement,5,Reliable and dependable employee.,Yes
994,355,2024-02-12,Q4,3.2,Meets Expectations,6,Demonstrates strong problem-solving skills.,No
995,1144,2025-09-14,Q4,2.0,Poor,6,Good communication and collaboration.,No
996,1779,2024-02-23,Q2,3.7,Meets Expectations,3,Requires additional coaching.,Yes
997,165,2024-06-19,Q1,5.0,Outstanding,9,Requires additional coaching.,No
998,2854,2024-08-14,Q4,4.5,Outstanding,10,Good communication and collaboration.,Yes
999,2288,2024-01-31,Q4,4.3,Exceeds Expectations,6,Reliable and dependable employee.,No
1000,1212,2024-07-01,Q1,2.7,Needs Improvement,3,Demonstrates strong problem-solving skills.,No
1001,663,2025-09-05,Q1,4.1,Exceeds Expectations,10,Demonstrates strong problem-solving skills.,Yes
1002,2881,2025-11-24,Q3,3.2,Meets Expectations,10,Excellent leadership and teamwork.,Yes
1003,1577,2025-01-21,Q3,4.7,Outstanding,3,Strong technical skills.,No
1004,1106,2025-12-27,Q2,4.1,Exceeds Expectations,4,Needs improvement in productivity.,Yes
1005,2109,2025-09-03,Q3,4.8,Outstanding,3,Consistently exceeds expectations.,No
1006,1498,2025-03-17,Q1,3.4,Meets Expectations,8,Needs improvement in productivity.,Yes
1007,2655,2025-07-03,Q1,3.7,Meets Expectations,6,Reliable and dependable employee.,No
1008,978,2024-02-28,Q4,3.6,Meets Expectations,6,Good communication and collaboration.,No
1009,1445,2024-03-02,Q4,4.7,Outstanding,7,Excellent leadership and teamwork.,Yes
1010,1528,2024-08-23,Q4,3.0,Meets Expectations,4,Demonstrates strong problem-solving skills.,No
1011,1852,2024-01-06,Q1,3.9,Meets Expectations,6,Demonstrates strong problem-solving skills.,Yes
1012,329,2025-04-01,Q2,3.2,Meets Expectations,7,Consistently exceeds expectations.,Yes
1013,675,2025-06-19,Q2,2.8,Needs Improvement,10,Reliable and dependable employee.,Yes
1014,2133,2025-01-06,Q1,4.9,Outstanding,7,Requires additional coaching.,Yes
1015,1942,2024-08-24,Q4,3.0,Meets Expectations,3,Strong technical skills.,Yes
1016,258,2025-01-11,Q2,2.1,Poor,8,Requires additional coaching.,No
1017,2686,2024-02-20,Q3,3.9,Meets Expectations,10,Demonstrates strong problem-solving skills.,No
1018,1246,2024-06-17,Q3,3.7,Meets Expectations,5,Strong technical skills.,Yes
1019,1984,2024-07-20,Q3,3.1,Meets Expectations,3,Reliable and dependable employee.,No
1020,1165,2024-10-12,Q2,3.4,Meets Expectations,5,Strong technical skills.,Yes
1021,719,2024-01-26,Q2,4.5,Outstanding,5,Good communication and collaboration.,Yes
1022,169,2024-11-04,Q2,5.0,Outstanding,10,Strong technical skills.,No
1023,756,2025-10-06,Q1,2.6,Needs Improvement,8,Needs improvement in productivity.,Yes
1024,1528,2024-08-05,Q2,3.3,Meets Expectations,7,Consistently exceeds expectations.,Yes
1025,1658,2024-06-11,Q2,4.8,Outstanding,10,Needs improvement in productivity.,Yes
1026,18,2025-10-27,Q3,4.9,Outstanding,7,Demonstrates strong problem-solving skills.,No
1027,2350,2025-12-24,Q4,4.0,Exceeds Expectations,8,Consistently exceeds expectations.,No
1028,165,2024-09-13,Q1,2.4,Poor,7,Excellent leadership and teamwork.,No
1029,2530,2025-07-20,Q4,4.5,Outstanding,8,Consistently exceeds expectations.,No
1030,226,2024-06-10,Q2,3.8,Meets Expectations,6,Strong technical skills.,Yes
1031,93,2024-10-31,Q4,2.3,Poor,4,Requires additional coaching.,Yes
1032,2009,2025-07-07,Q1,3.0,Meets Expectations,8,Requires additional coaching.,Yes
1033,2933,2025-08-09,Q3,4.6,Outstanding,9,Needs improvement in productivity.,Yes
1034,1166,2024-10-22,Q3,3.0,Meets Expectations,10,Consistently exceeds expectations.,Yes
1035,2982,2025-12-14,Q4,4.7,Outstanding,10,Strong technical skills.,Yes
1036,2982,2024-06-17,Q4,4.9,Outstanding,9,Reliable and dependable employee.,Yes
1037,589,2025-05-08,Q4,2.6,Needs Improvement,8,Consistently exceeds expectations.,No
1038,363,2025-02-02,Q3,2.0,Poor,9,Reliable and dependable employee.,No
1039,2910,2025-01-18,Q2,3.7,Meets Expectations,6,Reliable and dependable employee.,No
1040,1186,2024-09-21,Q1,3.7,Meets Expectations,7,Strong technical skills.,No
1041,2291,2025-12-16,Q2,4.2,Exceeds Expectations,3,Excellent leadership and teamwork.,Yes
1042,1076,2024-06-06,Q4,2.9,Needs Improvement,4,Strong technical skills.,No
1043,735,2025-06-22,Q2,3.5,Meets Expectations,3,Consistently exceeds expectations.,No
1044,2020,2025-04-01,Q1,5.0,Outstanding,8,Demonstrates strong problem-solving skills.,No
1045,1057,2024-10-01,Q4,3.9,Meets Expectations,4,Needs improvement in productivity.,Yes
1046,1064,2025-12-15,Q1,2.5,Needs Improvement,5,Needs improvement in productivity.,No
1047,2840,2024-06-26,Q2,2.4,Poor,3,Strong technical skills.,No
1048,1719,2025-12-01,Q3,3.9,Meets Expectations,3,Strong technical skills.,No
1049,2170,2025-12-29,Q1,3.9,Meets Expectations,6,Reliable and dependable employee.,Yes
1050,2453,2025-06-18,Q3,4.3,Exceeds Expectations,8,Strong technical skills.,No
1051,2808,2024-05-21,Q3,4.1,Exceeds Expectations,4,Needs improvement in productivity.,Yes
1052,53,2025-11-16,Q3,2.4,Poor,8,Demonstrates strong problem-solving skills.,No
1053,1394,2025-11-05,Q2,4.8,Outstanding,4,Good communication and collaboration.,Yes
1054,2062,2024-05-12,Q2,2.7,Needs Improvement,4,Requires additional coaching.,No
1055,313,2025-09-21,Q2,2.3,Poor,3,Demonstrates strong problem-solving skills.,No
1056,1277,2024-02-19,Q2,4.1,Exceeds Expectations,10,Needs improvement in productivity.,Yes
1057,2908,2025-10-18,Q1,2.9,Needs Improvement,6,Reliable and dependable employee.,Yes
1058,2819,2024-09-16,Q2,2.7,Needs Improvement,6,Reliable and dependable employee.,Yes
1059,1741,2024-04-05,Q1,4.1,Exceeds Expectations,4,Excellent leadership and teamwork.,No
1060,1767,2025-06-13,Q1,2.1,Poor,3,Excellent leadership and teamwork.,No
1061,488,2025-02-12,Q1,4.7,Outstanding,4,Strong technical skills.,Yes
1062,396,2025-12-30,Q2,4.3,Exceeds Expectations,6,Reliable and dependable employee.,No
1063,120,2024-09-30,Q3,2.3,Poor,8,Needs improvement in productivity.,Yes
1064,2051,2025-06-19,Q2,4.3,Exceeds Expectations,4,Consistently exceeds expectations.,Yes
1065,2167,2024-02-25,Q2,2.7,Needs Improvement,7,Reliable and dependable employee.,Yes
1066,2972,2024-08-26,Q2,2.3,Poor,10,Needs improvement in productivity.,Yes
1067,1801,2025-04-10,Q1,4.0,Exceeds Expectations,5,Needs improvement in productivity.,No
1068,1738,2025-05-27,Q2,2.6,Needs Improvement,9,Consistently exceeds expectations.,No
1069,507,2024-09-09,Q2,3.4,Meets Expectations,10,Needs improvement in productivity.,No
1070,2283,2024-06-21,Q1,4.2,Exceeds Expectations,8,Demonstrates strong problem-solving skills.,Yes
1071,1577,2025-12-13,Q3,2.9,Needs Improvement,10,Good communication and collaboration.,No
1072,1191,2025-06-24,Q4,5.0,Outstanding,6,Consistently exceeds expectations.,No
1073,2782,2025-10-09,Q1,3.1,Meets Expectations,10,Consistently exceeds expectations.,No
1074,1795,2025-06-21,Q1,3.6,Meets Expectations,4,Reliable and dependable employee.,No
1075,1641,2025-11-20,Q1,4.1,Exceeds Expectations,5,Consistently exceeds expectations.,No
1076,816,2024-10-10,Q4,3.0,Meets Expectations,4,Good communication and collaboration.,No
1077,2971,2024-12-07,Q3,3.5,Meets Expectations,9,Needs improvement in productivity.,No
1078,2731,2025-09-25,Q4,3.8,Meets Expectations,10,Strong technical skills.,Yes
1079,1863,2025-12-08,Q3,2.3,Poor,10,Demonstrates strong problem-solving skills.,Yes
1080,2574,2025-09-22,Q1,4.8,Outstanding,4,Excellent leadership and teamwork.,Yes
1081,2041,2025-12-25,Q2,4.0,Exceeds Expectations,9,Needs improvement in productivity.,Yes
1082,1241,2024-04-21,Q1,3.9,Meets Expectations,4,Demonstrates strong problem-solving skills.,No
1083,828,2024-11-27,Q4,2.9,Needs Improvement,10,Strong technical skills.,No
1084,2215,2025-07-05,Q1,3.6,Meets Expectations,9,Consistently exceeds expectations.,No
1085,1844,2025-02-14,Q4,2.9,Needs Improvement,10,Demonstrates strong problem-solving skills.,Yes
1086,135,2025-05-02,Q3,2.5,Needs Improvement,5,Demonstrates strong problem-solving skills.,No
1087,551,2025-09-29,Q4,2.9,Needs Improvement,10,Consistently exceeds expectations.,No
1088,2704,2025-07-21,Q4,3.7,Meets Expectations,10,Reliable and dependable employee.,Yes
1089,1604,2025-11-04,Q4,2.8,Needs Improvement,8,Strong technical skills.,No
1090,252,2025-11-20,Q1,2.1,Poor,5,Needs improvement in productivity.,No
1091,2392,2024-11-09,Q3,2.1,Poor,9,Consistently exceeds expectations.,No
1092,1414,2025-05-24,Q4,5.0,Outstanding,8,Excellent leadership and teamwork.,Yes
1093,1015,2024-11-05,Q3,2.7,Needs Improvement,4,Consistently exceeds expectations.,No
1094,469,2024-09-11,Q1,3.0,Meets Expectations,8,Excellent leadership and teamwork.,No
1095,2695,2024-07-21,Q4,4.6,Outstanding,7,Excellent leadership and teamwork.,No
1096,2409,2025-07-05,Q3,2.1,Poor,9,Requires additional coaching.,No
1097,2346,2025-04-23,Q4,2.3,Poor,4,Good communication and collaboration.,No
1098,2035,2025-07-08,Q3,3.5,Meets Expectations,5,Strong technical skills.,No
1099,1786,2025-11-02,Q1,2.6,Needs Improvement,6,Strong technical skills.,No
1100,195,2025-05-13,Q4,2.9,Needs Improvement,6,Consistently exceeds expectations.,Yes
1101,2425,2024-09-28,Q1,3.0,Meets Expectations,10,Requires additional coaching.,Yes
1102,1423,2024-03-24,Q3,4.4,Exceeds Expectations,7,Requires additional coaching.,No
1103,820,2024-11-21,Q3,3.2,Meets Expectations,10,Reliable and dependable employee.,Yes
1104,2572,2024-05-02,Q2,4.1,Exceeds Expectations,10,Good communication and collaboration.,No
1105,1098,2025-05-20,Q4,4.8,Outstanding,3,Good communication and collaboration.,No
1106,1895,2024-11-18,Q2,2.4,Poor,7,Requires additional coaching.,No
1107,1306,2025-11-10,Q1,4.6,Outstanding,6,Requires additional coaching.,No
1108,1176,2024-03-12,Q3,3.9,Meets Expectations,6,Requires additional coaching.,Yes
1109,466,2024-12-27,Q1,2.4,Poor,6,Strong technical skills.,No
1110,1989,2025-05-10,Q4,3.7,Meets Expectations,9,Excellent leadership and teamwork.,Yes
1111,653,2025-09-28,Q1,2.8,Needs Improvement,7,Strong technical skills.,Yes
1112,2640,2025-09-24,Q4,4.6,Outstanding,3,Excellent leadership and teamwork.,Yes
1113,1286,2024-10-26,Q1,3.8,Meets Expectations,9,Needs improvement in productivity.,Yes
1114,1626,2024-02-25,Q2,4.8,Outstanding,6,Consistently exceeds expectations.,Yes
1115,2138,2025-08-04,Q3,4.0,Exceeds Expectations,10,Consistently exceeds expectations.,Yes
1116,2457,2025-07-22,Q3,2.4,Poor,8,Requires additional coaching.,Yes
1117,1733,2025-08-31,Q1,2.7,Needs Improvement,5,Good communication and collaboration.,No
1118,1801,2024-03-01,Q1,3.2,Meets Expectations,10,Needs improvement in productivity.,Yes
1119,1297,2025-05-13,Q4,3.6,Meets Expectations,6,Strong technical skills.,Yes
1120,1487,2025-02-15,Q3,3.4,Meets Expectations,7,Excellent leadership and teamwork.,Yes
1121,2713,2024-09-15,Q1,4.4,Exceeds Expectations,6,Strong technical skills.,No
1122,1267,2025-08-21,Q3,3.9,Meets Expectations,4,Good communication and collaboration.,No
1123,1592,2025-10-27,Q4,2.0,Poor,7,Strong technical skills.,Yes
1124,965,2025-03-09,Q2,2.9,Needs Improvement,10,Needs improvement in productivity.,No
1125,139,2024-10-31,Q1,2.8,Needs Improvement,10,Demonstrates strong problem-solving skills.,No
1126,1363,2025-09-07,Q1,4.2,Exceeds Expectations,5,Strong technical skills.,Yes
1127,1442,2024-02-02,Q3,3.3,Meets Expectations,10,Excellent leadership and teamwork.,Yes
1128,2628,2024-02-17,Q4,3.9,Meets Expectations,5,Excellent leadership and teamwork.,No
1129,820,2025-03-29,Q3,3.9,Meets Expectations,4,Consistently exceeds expectations.,Yes
1130,1023,2024-02-16,Q2,3.5,Meets Expectations,9,Needs improvement in productivity.,No
1131,1960,2024-05-03,Q2,4.6,Outstanding,7,Reliable and dependable employee.,No
1132,1155,2025-12-16,Q4,2.6,Needs Improvement,8,Reliable and dependable employee.,No
1133,1546,2025-04-03,Q2,4.8,Outstanding,3,Excellent leadership and teamwork.,Yes
1134,365,2024-08-24,Q2,4.9,Outstanding,7,Reliable and dependable employee.,Yes
1135,1643,2024-04-20,Q3,3.9,Meets Expectations,5,Consistently exceeds expectations.,No
1136,697,2025-12-23,Q1,4.8,Outstanding,3,Requires additional coaching.,No
1137,2760,2025-10-22,Q2,3.5,Meets Expectations,6,Good communication and collaboration.,No
1138,1180,2025-12-25,Q4,4.2,Exceeds Expectations,5,Requires additional coaching.,Yes
1139,2458,2025-08-10,Q3,2.6,Needs Improvement,6,Requires additional coaching.,Yes
1140,1674,2024-06-09,Q1,4.4,Exceeds Expectations,7,Strong technical skills.,Yes
1141,2531,2025-09-14,Q2,3.4,Meets Expectations,8,Demonstrates strong problem-solving skills.,Yes
1142,43,2025-06-07,Q3,3.4,Meets Expectations,9,Good communication and collaboration.,No
1143,2902,2025-01-21,Q3,3.3,Meets Expectations,4,Consistently exceeds expectations.,Yes
1144,214,2025-02-14,Q2,3.0,Meets Expectations,10,Needs improvement in productivity.,Yes
1145,22,2024-02-01,Q4,2.8,Needs Improvement,7,Requires additional coaching.,No
1146,542,2025-04-29,Q1,4.9,Outstanding,5,Strong technical skills.,Yes
1147,2064,2025-09-28,Q3,3.5,Meets Expectations,10,Reliable and dependable employee.,Yes
1148,1300,2024-06-28,Q4,4.1,Exceeds Expectations,5,Strong technical skills.,Yes
1149,1284,2024-06-18,Q2,2.1,Poor,10,Strong technical skills.,No
1150,1762,2024-01-14,Q3,2.8,Needs Improvement,7,Needs improvement in productivity.,No
1151,676,2024-07-23,Q4,2.9,Needs Improvement,5,Demonstrates strong problem-solving skills.,Yes
1152,774,2025-12-06,Q2,2.4,Poor,5,Excellent leadership and teamwork.,No
1153,1066,2025-08-15,Q4,2.5,Needs Improvement,9,Consistently exceeds expectations.,No
1154,168,2024-03-11,Q4,3.3,Meets Expectations,10,Demonstrates strong problem-solving skills.,Yes
1155,2949,2025-11-26,Q1,4.6,Outstanding,8,Consistently exceeds expectations.,Yes
1156,1164,2024-08-23,Q2,2.5,Needs Improvement,7,Good communication and collaboration.,Yes
1157,2155,2025-12-08,Q2,4.3,Exceeds Expectations,9,Consistently exceeds expectations.,Yes
1158,2041,2025-08-28,Q3,4.0,Exceeds Expectations,3,Strong technical skills.,Yes
1159,1615,2024-11-11,Q1,3.1,Meets Expectations,8,Reliable and dependable employee.,Yes
1160,333,2024-09-15,Q4,3.4,Meets Expectations,10,Strong technical skills.,Yes
1161,1350,2025-10-12,Q4,4.9,Outstanding,8,Reliable and dependable employee.,Yes
1162,200,2025-04-03,Q3,4.4,Exceeds Expectations,8,Excellent leadership and teamwork.,Yes
1163,2242,2025-01-21,Q4,4.9,Outstanding,4,Requires additional coaching.,No
1164,730,2024-08-24,Q4,2.7,Needs Improvement,4,Excellent leadership and teamwork.,Yes
1165,668,2024-04-27,Q4,3.2,Meets Expectations,7,Reliable and dependable employee.,Yes
1166,1223,2024-12-30,Q4,3.5,Meets Expectations,7,Reliable and dependable employee.,No
1167,2726,2024-12-27,Q3,2.3,Poor,6,Demonstrates strong problem-solving skills.,No
1168,1590,2025-12-24,Q4,3.4,Meets Expectations,4,Requires additional coaching.,No
1169,2515,2024-07-20,Q4,2.6,Needs Improvement,4,Excellent leadership and teamwork.,No
1170,1899,2024-12-21,Q2,4.0,Exceeds Expectations,10,Consistently exceeds expectations.,No
1171,1918,2024-05-13,Q4,3.3,Meets Expectations,7,Reliable and dependable employee.,Yes
1172,2803,2025-02-11,Q2,4.7,Outstanding,9,Strong technical skills.,Yes
1173,2257,2025-05-05,Q1,2.2,Poor,4,Requires additional coaching.,No
1174,388,2024-03-03,Q3,3.4,Meets Expectations,8,Strong technical skills.,Yes
1175,2063,2024-11-08,Q4,2.0,Poor,5,Reliable and dependable employee.,No
1176,186,2025-01-13,Q3,2.2,Poor,8,Demonstrates strong problem-solving skills.,No
1177,2556,2024-07-10,Q3,4.4,Exceeds Expectations,5,Good communication and collaboration.,Yes
1178,321,2024-11-09,Q3,4.2,Exceeds Expectations,4,Requires additional coaching.,Yes
1179,24,2025-11-12,Q1,3.2,Meets Expectations,5,Demonstrates strong problem-solving skills.,No
1180,2834,2025-03-19,Q4,3.2,Meets Expectations,7,Needs improvement in productivity.,No
1181,1240,2024-02-02,Q2,2.3,Poor,3,Good communication and collaboration.,Yes
1182,66,2024-09-07,Q2,4.1,Exceeds Expectations,3,Good communication and collaboration.,No
1183,2657,2025-08-30,Q2,2.4,Poor,9,Good communication and collaboration.,Yes
1184,1233,2024-03-21,Q2,4.3,Exceeds Expectations,10,Requires additional coaching.,Yes
1185,478,2024-04-09,Q2,2.5,Needs Improvement,10,Demonstrates strong problem-solving skills.,No
1186,81,2025-03-25,Q2,4.6,Outstanding,6,Strong technical skills.,No
1187,209,2025-01-04,Q1,3.0,Meets Expectations,9,Requires additional coaching.,No
1188,2371,2024-01-06,Q3,3.8,Meets Expectations,3,Demonstrates strong problem-solving skills.,No
1189,1992,2024-06-21,Q4,3.5,Meets Expectations,6,Excellent leadership and teamwork.,Yes
1190,1729,2024-04-02,Q1,3.7,Meets Expectations,7,Requires additional coaching.,No
1191,479,2025-06-18,Q3,3.5,Meets Expectations,10,Requires additional coaching.,Yes
1192,661,2024-09-04,Q2,2.9,Needs Improvement,10,Needs improvement in productivity.,No
1193,951,2025-01-24,Q3,3.5,Meets Expectations,10,Reliable and dependable employee.,No
1194,2962,2025-06-05,Q4,4.1,Exceeds Expectations,8,Demonstrates strong problem-solving skills.,Yes
1195,2548,2024-07-06,Q1,2.6,Needs Improvement,10,Reliable and dependable employee.,Yes
1196,818,2025-08-22,Q4,2.5,Needs Improvement,4,Requires additional coaching.,No
1197,1244,2025-11-19,Q1,2.7,Needs Improvement,3,Needs improvement in productivity.,No
1198,1463,2024-04-28,Q2,4.0,Exceeds Expectations,3,Consistently exceeds expectations.,No
1199,1764,2025-10-05,Q2,2.3,Poor,4,Good communication and collaboration.,No
1200,1057,2024-09-07,Q3,5.0,Outstanding,3,Strong technical skills.,Yes
1201,2827,2024-08-05,Q1,4.6,Outstanding,3,Demonstrates strong problem-solving skills.,No
